location_id,report_id
NON-US RESIDENTS,NON-US RESIDENTS|2023|21
MAINE,MAINE|2023|22
MASSACHUSETTS,MASSACHUSETTS|2023|22
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|22
RHODE ISLAND,RHODE ISLAND|2023|22
NEW JERSEY,NEW JERSEY|2023|22
NEW YORK,NEW YORK|2023|22
PENNSYLVANIA,PENNSYLVANIA|2023|22
ILLINOIS,ILLINOIS|2023|22
INDIANA,INDIANA|2023|22
MICHIGAN,MICHIGAN|2023|22
OHIO,OHIO|2023|22
WISCONSIN,WISCONSIN|2023|22
IOWA,IOWA|2023|22
KANSAS,KANSAS|2023|22
MINNESOTA,MINNESOTA|2023|22
MISSOURI,MISSOURI|2023|22
SOUTH DAKOTA,SOUTH DAKOTA|2023|22
DELAWARE,DELAWARE|2023|22
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|22
FLORIDA,FLORIDA|2023|22
GEORGIA,GEORGIA|2023|22
NORTH CAROLINA,NORTH CAROLINA|2023|22
SOUTH CAROLINA,SOUTH CAROLINA|2023|22
VIRGINIA,VIRGINIA|2023|22
WEST VIRGINIA,WEST VIRGINIA|2023|22
ALABAMA,ALABAMA|2023|22
KENTUCKY,KENTUCKY|2023|22
MISSISSIPPI,MISSISSIPPI|2023|22
ARKANSAS,ARKANSAS|2023|22
LOUISIANA,LOUISIANA|2023|22
OKLAHOMA,OKLAHOMA|2023|22
ARIZONA,ARIZONA|2023|22
COLORADO,COLORADO|2023|22
IDAHO,IDAHO|2023|22
MONTANA,MONTANA|2023|22
NEVADA,NEVADA|2023|22
NEW MEXICO,NEW MEXICO|2023|22
UTAH,UTAH|2023|22
WYOMING,WYOMING|2023|22
ALASKA,ALASKA|2023|22
CALIFORNIA,CALIFORNIA|2023|22
OREGON,OREGON|2023|22
WASHINGTON,WASHINGTON|2023|22
NON-US RESIDENTS,NON-US RESIDENTS|2023|22
MAINE,MAINE|2023|23
MASSACHUSETTS,MASSACHUSETTS|2023|23
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|23
RHODE ISLAND,RHODE ISLAND|2023|23
VERMONT,VERMONT|2023|23
NEW JERSEY,NEW JERSEY|2023|23
NEW YORK,NEW YORK|2023|23
PENNSYLVANIA,PENNSYLVANIA|2023|23
ILLINOIS,ILLINOIS|2023|23
INDIANA,INDIANA|2023|23
MICHIGAN,MICHIGAN|2023|23
OHIO,OHIO|2023|23
WISCONSIN,WISCONSIN|2023|23
IOWA,IOWA|2023|23
KANSAS,KANSAS|2023|23
MINNESOTA,MINNESOTA|2023|23
MISSOURI,MISSOURI|2023|23
SOUTH DAKOTA,SOUTH DAKOTA|2023|23
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|23
FLORIDA,FLORIDA|2023|23
GEORGIA,GEORGIA|2023|23
NORTH CAROLINA,NORTH CAROLINA|2023|23
SOUTH CAROLINA,SOUTH CAROLINA|2023|23
VIRGINIA,VIRGINIA|2023|23
WEST VIRGINIA,WEST VIRGINIA|2023|23
ALABAMA,ALABAMA|2023|23
KENTUCKY,KENTUCKY|2023|23
MISSISSIPPI,MISSISSIPPI|2023|23
TENNESSEE,TENNESSEE|2023|23
ARKANSAS,ARKANSAS|2023|23
LOUISIANA,LOUISIANA|2023|23
OKLAHOMA,OKLAHOMA|2023|23
ARIZONA,ARIZONA|2023|23
COLORADO,COLORADO|2023|23
IDAHO,IDAHO|2023|23
MONTANA,MONTANA|2023|23
NEVADA,NEVADA|2023|23
NEW MEXICO,NEW MEXICO|2023|23
UTAH,UTAH|2023|23
ALASKA,ALASKA|2023|23
CALIFORNIA,CALIFORNIA|2023|23
OREGON,OREGON|2023|23
WASHINGTON,WASHINGTON|2023|23
MAINE,MAINE|2023|24
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|24
RHODE ISLAND,RHODE ISLAND|2023|24
VERMONT,VERMONT|2023|24
NEW JERSEY,NEW JERSEY|2023|24
NEW YORK,NEW YORK|2023|24
PENNSYLVANIA,PENNSYLVANIA|2023|24
ILLINOIS,ILLINOIS|2023|24
INDIANA,INDIANA|2023|24
MICHIGAN,MICHIGAN|2023|24
OHIO,OHIO|2023|24
WISCONSIN,WISCONSIN|2023|24
IOWA,IOWA|2023|24
KANSAS,KANSAS|2023|24
MINNESOTA,MINNESOTA|2023|24
MISSOURI,MISSOURI|2023|24
SOUTH DAKOTA,SOUTH DAKOTA|2023|24
DELAWARE,DELAWARE|2023|24
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|24
FLORIDA,FLORIDA|2023|24
GEORGIA,GEORGIA|2023|24
NORTH CAROLINA,NORTH CAROLINA|2023|24
SOUTH CAROLINA,SOUTH CAROLINA|2023|24
VIRGINIA,VIRGINIA|2023|24
ALABAMA,ALABAMA|2023|24
KENTUCKY,KENTUCKY|2023|24
MISSISSIPPI,MISSISSIPPI|2023|24
TENNESSEE,TENNESSEE|2023|24
ARKANSAS,ARKANSAS|2023|24
LOUISIANA,LOUISIANA|2023|24
OKLAHOMA,OKLAHOMA|2023|24
ARIZONA,ARIZONA|2023|24
IDAHO,IDAHO|2023|24
MONTANA,MONTANA|2023|24
NEVADA,NEVADA|2023|24
NEW MEXICO,NEW MEXICO|2023|24
UTAH,UTAH|2023|24
WYOMING,WYOMING|2023|24
ALASKA,ALASKA|2023|24
CALIFORNIA,CALIFORNIA|2023|24
OREGON,OREGON|2023|24
WASHINGTON,WASHINGTON|2023|24
NON-US RESIDENTS,NON-US RESIDENTS|2023|24
MAINE,MAINE|2023|25
MASSACHUSETTS,MASSACHUSETTS|2023|25
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|25
RHODE ISLAND,RHODE ISLAND|2023|25
NEW JERSEY,NEW JERSEY|2023|25
NEW YORK,NEW YORK|2023|25
PENNSYLVANIA,PENNSYLVANIA|2023|25
ILLINOIS,ILLINOIS|2023|25
INDIANA,INDIANA|2023|25
MICHIGAN,MICHIGAN|2023|25
OHIO,OHIO|2023|25
WISCONSIN,WISCONSIN|2023|25
IOWA,IOWA|2023|25
KANSAS,KANSAS|2023|25
MINNESOTA,MINNESOTA|2023|25
MISSOURI,MISSOURI|2023|25
SOUTH DAKOTA,SOUTH DAKOTA|2023|25
GEORGIA,GEORGIA|2023|25
NORTH CAROLINA,NORTH CAROLINA|2023|25
SOUTH CAROLINA,SOUTH CAROLINA|2023|25
VIRGINIA,VIRGINIA|2023|25
WEST VIRGINIA,WEST VIRGINIA|2023|25
ALABAMA,ALABAMA|2023|25
KENTUCKY,KENTUCKY|2023|25
MISSISSIPPI,MISSISSIPPI|2023|25
ARKANSAS,ARKANSAS|2023|25
LOUISIANA,LOUISIANA|2023|25
OKLAHOMA,OKLAHOMA|2023|25
ARIZONA,ARIZONA|2023|25
COLORADO,COLORADO|2023|25
IDAHO,IDAHO|2023|25
MONTANA,MONTANA|2023|25
NEVADA,NEVADA|2023|25
NEW MEXICO,NEW MEXICO|2023|25
UTAH,UTAH|2023|25
WYOMING,WYOMING|2023|25
ALASKA,ALASKA|2023|25
CALIFORNIA,CALIFORNIA|2023|25
OREGON,OREGON|2023|25
WASHINGTON,WASHINGTON|2023|25
US TERRITORIES,US TERRITORIES|2023|25
PUERTO RICO,PUERTO RICO|2023|25
NON-US RESIDENTS,NON-US RESIDENTS|2023|25
MAINE,MAINE|2023|26
MASSACHUSETTS,MASSACHUSETTS|2023|26
RHODE ISLAND,RHODE ISLAND|2023|26
VERMONT,VERMONT|2023|26
NEW JERSEY,NEW JERSEY|2023|26
NEW YORK,NEW YORK|2023|26
PENNSYLVANIA,PENNSYLVANIA|2023|26
ILLINOIS,ILLINOIS|2023|26
INDIANA,INDIANA|2023|26
MICHIGAN,MICHIGAN|2023|26
OHIO,OHIO|2023|26
WISCONSIN,WISCONSIN|2023|26
IOWA,IOWA|2023|26
KANSAS,KANSAS|2023|26
MINNESOTA,MINNESOTA|2023|26
MISSOURI,MISSOURI|2023|26
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|26
SOUTH CAROLINA,SOUTH CAROLINA|2023|26
VIRGINIA,VIRGINIA|2023|26
WEST VIRGINIA,WEST VIRGINIA|2023|26
ALABAMA,ALABAMA|2023|26
KENTUCKY,KENTUCKY|2023|26
MISSISSIPPI,MISSISSIPPI|2023|26
ARKANSAS,ARKANSAS|2023|26
LOUISIANA,LOUISIANA|2023|26
OKLAHOMA,OKLAHOMA|2023|26
ARIZONA,ARIZONA|2023|26
IDAHO,IDAHO|2023|26
NEVADA,NEVADA|2023|26
UTAH,UTAH|2023|26
CALIFORNIA,CALIFORNIA|2023|26
OREGON,OREGON|2023|26
WASHINGTON,WASHINGTON|2023|26
MAINE,MAINE|2023|27
MASSACHUSETTS,MASSACHUSETTS|2023|27
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|27
RHODE ISLAND,RHODE ISLAND|2023|27
VERMONT,VERMONT|2023|27
NEW JERSEY,NEW JERSEY|2023|27
PENNSYLVANIA,PENNSYLVANIA|2023|27
INDIANA,INDIANA|2023|27
MICHIGAN,MICHIGAN|2023|27
OHIO,OHIO|2023|27
WISCONSIN,WISCONSIN|2023|27
IOWA,IOWA|2023|27
KANSAS,KANSAS|2023|27
MINNESOTA,MINNESOTA|2023|27
MISSOURI,MISSOURI|2023|27
SOUTH DAKOTA,SOUTH DAKOTA|2023|27
FLORIDA,FLORIDA|2023|27
GEORGIA,GEORGIA|2023|27
NORTH CAROLINA,NORTH CAROLINA|2023|27
SOUTH CAROLINA,SOUTH CAROLINA|2023|27
VIRGINIA,VIRGINIA|2023|27
WEST VIRGINIA,WEST VIRGINIA|2023|27
ALABAMA,ALABAMA|2023|27
KENTUCKY,KENTUCKY|2023|27
MISSISSIPPI,MISSISSIPPI|2023|27
TENNESSEE,TENNESSEE|2023|27
ARKANSAS,ARKANSAS|2023|27
LOUISIANA,LOUISIANA|2023|27
OKLAHOMA,OKLAHOMA|2023|27
ARIZONA,ARIZONA|2023|27
COLORADO,COLORADO|2023|27
IDAHO,IDAHO|2023|27
MONTANA,MONTANA|2023|27
NEVADA,NEVADA|2023|27
NEW MEXICO,NEW MEXICO|2023|27
UTAH,UTAH|2023|27
WYOMING,WYOMING|2023|27
ALASKA,ALASKA|2023|27
CALIFORNIA,CALIFORNIA|2023|27
OREGON,OREGON|2023|27
WASHINGTON,WASHINGTON|2023|27
NON-US RESIDENTS,NON-US RESIDENTS|2023|27
MAINE,MAINE|2023|28
MASSACHUSETTS,MASSACHUSETTS|2023|28
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|28
RHODE ISLAND,RHODE ISLAND|2023|28
VERMONT,VERMONT|2023|28
NEW JERSEY,NEW JERSEY|2023|28
NEW YORK,NEW YORK|2023|28
PENNSYLVANIA,PENNSYLVANIA|2023|28
ILLINOIS,ILLINOIS|2023|28
INDIANA,INDIANA|2023|28
MICHIGAN,MICHIGAN|2023|28
OHIO,OHIO|2023|28
WISCONSIN,WISCONSIN|2023|28
IOWA,IOWA|2023|28
KANSAS,KANSAS|2023|28
MINNESOTA,MINNESOTA|2023|28
MISSOURI,MISSOURI|2023|28
NORTH DAKOTA,NORTH DAKOTA|2023|28
SOUTH DAKOTA,SOUTH DAKOTA|2023|28
DELAWARE,DELAWARE|2023|28
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|28
FLORIDA,FLORIDA|2023|28
NORTH CAROLINA,NORTH CAROLINA|2023|28
SOUTH CAROLINA,SOUTH CAROLINA|2023|28
VIRGINIA,VIRGINIA|2023|28
WEST VIRGINIA,WEST VIRGINIA|2023|28
ALABAMA,ALABAMA|2023|28
KENTUCKY,KENTUCKY|2023|28
MISSISSIPPI,MISSISSIPPI|2023|28
ARKANSAS,ARKANSAS|2023|28
LOUISIANA,LOUISIANA|2023|28
OKLAHOMA,OKLAHOMA|2023|28
TEXAS,TEXAS|2023|28
ARIZONA,ARIZONA|2023|28
COLORADO,COLORADO|2023|28
IDAHO,IDAHO|2023|28
NEVADA,NEVADA|2023|28
NEW MEXICO,NEW MEXICO|2023|28
UTAH,UTAH|2023|28
WYOMING,WYOMING|2023|28
ALASKA,ALASKA|2023|28
CALIFORNIA,CALIFORNIA|2023|28
OREGON,OREGON|2023|28
MAINE,MAINE|2023|29
MASSACHUSETTS,MASSACHUSETTS|2023|29
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|29
RHODE ISLAND,RHODE ISLAND|2023|29
VERMONT,VERMONT|2023|29
NEW JERSEY,NEW JERSEY|2023|29
NEW YORK,NEW YORK|2023|29
PENNSYLVANIA,PENNSYLVANIA|2023|29
ILLINOIS,ILLINOIS|2023|29
INDIANA,INDIANA|2023|29
MICHIGAN,MICHIGAN|2023|29
OHIO,OHIO|2023|29
WISCONSIN,WISCONSIN|2023|29
IOWA,IOWA|2023|29
KANSAS,KANSAS|2023|29
MINNESOTA,MINNESOTA|2023|29
MISSOURI,MISSOURI|2023|29
NEBRASKA,NEBRASKA|2023|29
SOUTH DAKOTA,SOUTH DAKOTA|2023|29
FLORIDA,FLORIDA|2023|29
NORTH CAROLINA,NORTH CAROLINA|2023|29
SOUTH CAROLINA,SOUTH CAROLINA|2023|29
VIRGINIA,VIRGINIA|2023|29
WEST VIRGINIA,WEST VIRGINIA|2023|29
ALABAMA,ALABAMA|2023|29
KENTUCKY,KENTUCKY|2023|29
MISSISSIPPI,MISSISSIPPI|2023|29
ARKANSAS,ARKANSAS|2023|29
LOUISIANA,LOUISIANA|2023|29
OKLAHOMA,OKLAHOMA|2023|29
ARIZONA,ARIZONA|2023|29
COLORADO,COLORADO|2023|29
IDAHO,IDAHO|2023|29
MONTANA,MONTANA|2023|29
NEVADA,NEVADA|2023|29
NEW MEXICO,NEW MEXICO|2023|29
UTAH,UTAH|2023|29
WYOMING,WYOMING|2023|29
ALASKA,ALASKA|2023|29
CALIFORNIA,CALIFORNIA|2023|29
OREGON,OREGON|2023|29
WASHINGTON,WASHINGTON|2023|29
US TERRITORIES,US TERRITORIES|2023|29
PUERTO RICO,PUERTO RICO|2023|29
NON-US RESIDENTS,NON-US RESIDENTS|2023|29
MAINE,MAINE|2023|30
RHODE ISLAND,RHODE ISLAND|2023|30
VERMONT,VERMONT|2023|30
NEW JERSEY,NEW JERSEY|2023|30
NEW YORK,NEW YORK|2023|30
PENNSYLVANIA,PENNSYLVANIA|2023|30
ILLINOIS,ILLINOIS|2023|30
INDIANA,INDIANA|2023|30
MICHIGAN,MICHIGAN|2023|30
OHIO,OHIO|2023|30
WISCONSIN,WISCONSIN|2023|30
IOWA,IOWA|2023|30
KANSAS,KANSAS|2023|30
MINNESOTA,MINNESOTA|2023|30
MISSOURI,MISSOURI|2023|30
SOUTH DAKOTA,SOUTH DAKOTA|2023|30
DELAWARE,DELAWARE|2023|30
FLORIDA,FLORIDA|2023|30
NORTH CAROLINA,NORTH CAROLINA|2023|30
SOUTH CAROLINA,SOUTH CAROLINA|2023|30
VIRGINIA,VIRGINIA|2023|30
WEST VIRGINIA,WEST VIRGINIA|2023|30
ALABAMA,ALABAMA|2023|30
KENTUCKY,KENTUCKY|2023|30
MISSISSIPPI,MISSISSIPPI|2023|30
TENNESSEE,TENNESSEE|2023|30
ARKANSAS,ARKANSAS|2023|30
LOUISIANA,LOUISIANA|2023|30
OKLAHOMA,OKLAHOMA|2023|30
ARIZONA,ARIZONA|2023|30
IDAHO,IDAHO|2023|30
MONTANA,MONTANA|2023|30
NEVADA,NEVADA|2023|30
NEW MEXICO,NEW MEXICO|2023|30
UTAH,UTAH|2023|30
WYOMING,WYOMING|2023|30
ALASKA,ALASKA|2023|30
CALIFORNIA,CALIFORNIA|2023|30
OREGON,OREGON|2023|30
WASHINGTON,WASHINGTON|2023|30
NON-US RESIDENTS,NON-US RESIDENTS|2023|30
MAINE,MAINE|2023|31
RHODE ISLAND,RHODE ISLAND|2023|31
VERMONT,VERMONT|2023|31
NEW JERSEY,NEW JERSEY|2023|31
NEW YORK,NEW YORK|2023|31
PENNSYLVANIA,PENNSYLVANIA|2023|31
ILLINOIS,ILLINOIS|2023|31
INDIANA,INDIANA|2023|31
MICHIGAN,MICHIGAN|2023|31
OHIO,OHIO|2023|31
WISCONSIN,WISCONSIN|2023|31
IOWA,IOWA|2023|31
KANSAS,KANSAS|2023|31
MINNESOTA,MINNESOTA|2023|31
MISSOURI,MISSOURI|2023|31
SOUTH DAKOTA,SOUTH DAKOTA|2023|31
DELAWARE,DELAWARE|2023|31
FLORIDA,FLORIDA|2023|31
GEORGIA,GEORGIA|2023|31
NORTH CAROLINA,NORTH CAROLINA|2023|31
SOUTH CAROLINA,SOUTH CAROLINA|2023|31
VIRGINIA,VIRGINIA|2023|31
WEST VIRGINIA,WEST VIRGINIA|2023|31
ALABAMA,ALABAMA|2023|31
KENTUCKY,KENTUCKY|2023|31
MISSISSIPPI,MISSISSIPPI|2023|31
TENNESSEE,TENNESSEE|2023|31
ARKANSAS,ARKANSAS|2023|31
LOUISIANA,LOUISIANA|2023|31
OKLAHOMA,OKLAHOMA|2023|31
ARIZONA,ARIZONA|2023|31
COLORADO,COLORADO|2023|31
IDAHO,IDAHO|2023|31
MONTANA,MONTANA|2023|31
NEVADA,NEVADA|2023|31
UTAH,UTAH|2023|31
WYOMING,WYOMING|2023|31
ALASKA,ALASKA|2023|31
CALIFORNIA,CALIFORNIA|2023|31
OREGON,OREGON|2023|31
WASHINGTON,WASHINGTON|2023|31
NON-US RESIDENTS,NON-US RESIDENTS|2023|31
MAINE,MAINE|2023|32
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|32
RHODE ISLAND,RHODE ISLAND|2023|32
VERMONT,VERMONT|2023|32
NEW JERSEY,NEW JERSEY|2023|32
NEW YORK,NEW YORK|2023|32
PENNSYLVANIA,PENNSYLVANIA|2023|32
INDIANA,INDIANA|2023|32
MICHIGAN,MICHIGAN|2023|32
OHIO,OHIO|2023|32
WISCONSIN,WISCONSIN|2023|32
IOWA,IOWA|2023|32
KANSAS,KANSAS|2023|32
MINNESOTA,MINNESOTA|2023|32
MISSOURI,MISSOURI|2023|32
DELAWARE,DELAWARE|2023|32
FLORIDA,FLORIDA|2023|32
GEORGIA,GEORGIA|2023|32
SOUTH CAROLINA,SOUTH CAROLINA|2023|32
VIRGINIA,VIRGINIA|2023|32
WEST VIRGINIA,WEST VIRGINIA|2023|32
ALABAMA,ALABAMA|2023|32
KENTUCKY,KENTUCKY|2023|32
ARKANSAS,ARKANSAS|2023|32
LOUISIANA,LOUISIANA|2023|32
TEXAS,TEXAS|2023|32
ARIZONA,ARIZONA|2023|32
COLORADO,COLORADO|2023|32
IDAHO,IDAHO|2023|32
MONTANA,MONTANA|2023|32
NEVADA,NEVADA|2023|32
NEW MEXICO,NEW MEXICO|2023|32
UTAH,UTAH|2023|32
WYOMING,WYOMING|2023|32
ALASKA,ALASKA|2023|32
CALIFORNIA,CALIFORNIA|2023|32
OREGON,OREGON|2023|32
WASHINGTON,WASHINGTON|2023|32
NON-US RESIDENTS,NON-US RESIDENTS|2023|32
MAINE,MAINE|2023|33
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|33
RHODE ISLAND,RHODE ISLAND|2023|33
NEW JERSEY,NEW JERSEY|2023|33
NEW YORK,NEW YORK|2023|33
PENNSYLVANIA,PENNSYLVANIA|2023|33
ILLINOIS,ILLINOIS|2023|33
INDIANA,INDIANA|2023|33
MICHIGAN,MICHIGAN|2023|33
OHIO,OHIO|2023|33
WISCONSIN,WISCONSIN|2023|33
IOWA,IOWA|2023|33
KANSAS,KANSAS|2023|33
MINNESOTA,MINNESOTA|2023|33
MISSOURI,MISSOURI|2023|33
FLORIDA,FLORIDA|2023|33
GEORGIA,GEORGIA|2023|33
NORTH CAROLINA,NORTH CAROLINA|2023|33
SOUTH CAROLINA,SOUTH CAROLINA|2023|33
VIRGINIA,VIRGINIA|2023|33
WEST VIRGINIA,WEST VIRGINIA|2023|33
ALABAMA,ALABAMA|2023|33
KENTUCKY,KENTUCKY|2023|33
MISSISSIPPI,MISSISSIPPI|2023|33
ARKANSAS,ARKANSAS|2023|33
LOUISIANA,LOUISIANA|2023|33
OKLAHOMA,OKLAHOMA|2023|33
ARIZONA,ARIZONA|2023|33
COLORADO,COLORADO|2023|33
MONTANA,MONTANA|2023|33
NEVADA,NEVADA|2023|33
UTAH,UTAH|2023|33
WYOMING,WYOMING|2023|33
ALASKA,ALASKA|2023|33
CALIFORNIA,CALIFORNIA|2023|33
OREGON,OREGON|2023|33
WASHINGTON,WASHINGTON|2023|33
MAINE,MAINE|2023|34
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|34
RHODE ISLAND,RHODE ISLAND|2023|34
NEW JERSEY,NEW JERSEY|2023|34
NEW YORK,NEW YORK|2023|34
PENNSYLVANIA,PENNSYLVANIA|2023|34
ILLINOIS,ILLINOIS|2023|34
INDIANA,INDIANA|2023|34
MICHIGAN,MICHIGAN|2023|34
OHIO,OHIO|2023|34
WISCONSIN,WISCONSIN|2023|34
IOWA,IOWA|2023|34
KANSAS,KANSAS|2023|34
MINNESOTA,MINNESOTA|2023|34
MISSOURI,MISSOURI|2023|34
NEBRASKA,NEBRASKA|2023|34
SOUTH DAKOTA,SOUTH DAKOTA|2023|34
FLORIDA,FLORIDA|2023|34
SOUTH CAROLINA,SOUTH CAROLINA|2023|34
VIRGINIA,VIRGINIA|2023|34
WEST VIRGINIA,WEST VIRGINIA|2023|34
ALABAMA,ALABAMA|2023|34
KENTUCKY,KENTUCKY|2023|34
MISSISSIPPI,MISSISSIPPI|2023|34
ARKANSAS,ARKANSAS|2023|34
LOUISIANA,LOUISIANA|2023|34
COLORADO,COLORADO|2023|34
IDAHO,IDAHO|2023|34
MONTANA,MONTANA|2023|34
NEVADA,NEVADA|2023|34
NEW MEXICO,NEW MEXICO|2023|34
UTAH,UTAH|2023|34
WYOMING,WYOMING|2023|34
ALASKA,ALASKA|2023|34
CALIFORNIA,CALIFORNIA|2023|34
OREGON,OREGON|2023|34
WASHINGTON,WASHINGTON|2023|34
MAINE,MAINE|2023|35
RHODE ISLAND,RHODE ISLAND|2023|35
VERMONT,VERMONT|2023|35
NEW JERSEY,NEW JERSEY|2023|35
NEW YORK,NEW YORK|2023|35
PENNSYLVANIA,PENNSYLVANIA|2023|35
ILLINOIS,ILLINOIS|2023|35
INDIANA,INDIANA|2023|35
MICHIGAN,MICHIGAN|2023|35
OHIO,OHIO|2023|35
WISCONSIN,WISCONSIN|2023|35
IOWA,IOWA|2023|35
KANSAS,KANSAS|2023|35
MINNESOTA,MINNESOTA|2023|35
MISSOURI,MISSOURI|2023|35
NORTH DAKOTA,NORTH DAKOTA|2023|35
SOUTH DAKOTA,SOUTH DAKOTA|2023|35
DELAWARE,DELAWARE|2023|35
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|35
FLORIDA,FLORIDA|2023|35
NORTH CAROLINA,NORTH CAROLINA|2023|35
SOUTH CAROLINA,SOUTH CAROLINA|2023|35
VIRGINIA,VIRGINIA|2023|35
WEST VIRGINIA,WEST VIRGINIA|2023|35
ALABAMA,ALABAMA|2023|35
KENTUCKY,KENTUCKY|2023|35
MISSISSIPPI,MISSISSIPPI|2023|35
LOUISIANA,LOUISIANA|2023|35
OKLAHOMA,OKLAHOMA|2023|35
ARIZONA,ARIZONA|2023|35
IDAHO,IDAHO|2023|35
MONTANA,MONTANA|2023|35
NEVADA,NEVADA|2023|35
NEW MEXICO,NEW MEXICO|2023|35
UTAH,UTAH|2023|35
WYOMING,WYOMING|2023|35
ALASKA,ALASKA|2023|35
CALIFORNIA,CALIFORNIA|2023|35
OREGON,OREGON|2023|35
WASHINGTON,WASHINGTON|2023|35
NON-US RESIDENTS,NON-US RESIDENTS|2023|35
MAINE,MAINE|2023|36
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|36
RHODE ISLAND,RHODE ISLAND|2023|36
VERMONT,VERMONT|2023|36
NEW JERSEY,NEW JERSEY|2023|36
NEW YORK,NEW YORK|2023|36
PENNSYLVANIA,PENNSYLVANIA|2023|36
ILLINOIS,ILLINOIS|2023|36
INDIANA,INDIANA|2023|36
MICHIGAN,MICHIGAN|2023|36
OHIO,OHIO|2023|36
WISCONSIN,WISCONSIN|2023|36
IOWA,IOWA|2023|36
KANSAS,KANSAS|2023|36
MINNESOTA,MINNESOTA|2023|36
MISSOURI,MISSOURI|2023|36
DELAWARE,DELAWARE|2023|36
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|36
FLORIDA,FLORIDA|2023|36
NORTH CAROLINA,NORTH CAROLINA|2023|36
SOUTH CAROLINA,SOUTH CAROLINA|2023|36
VIRGINIA,VIRGINIA|2023|36
WEST VIRGINIA,WEST VIRGINIA|2023|36
ALABAMA,ALABAMA|2023|36
KENTUCKY,KENTUCKY|2023|36
MISSISSIPPI,MISSISSIPPI|2023|36
ARKANSAS,ARKANSAS|2023|36
LOUISIANA,LOUISIANA|2023|36
OKLAHOMA,OKLAHOMA|2023|36
ARIZONA,ARIZONA|2023|36
IDAHO,IDAHO|2023|36
MONTANA,MONTANA|2023|36
NEVADA,NEVADA|2023|36
NEW MEXICO,NEW MEXICO|2023|36
UTAH,UTAH|2023|36
WYOMING,WYOMING|2023|36
ALASKA,ALASKA|2023|36
OREGON,OREGON|2023|36
WASHINGTON,WASHINGTON|2023|36
MAINE,MAINE|2023|37
MASSACHUSETTS,MASSACHUSETTS|2023|37
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|37
RHODE ISLAND,RHODE ISLAND|2023|37
VERMONT,VERMONT|2023|37
PENNSYLVANIA,PENNSYLVANIA|2023|37
ILLINOIS,ILLINOIS|2023|37
INDIANA,INDIANA|2023|37
MICHIGAN,MICHIGAN|2023|37
OHIO,OHIO|2023|37
WISCONSIN,WISCONSIN|2023|37
IOWA,IOWA|2023|37
KANSAS,KANSAS|2023|37
MINNESOTA,MINNESOTA|2023|37
MISSOURI,MISSOURI|2023|37
NEBRASKA,NEBRASKA|2023|37
DELAWARE,DELAWARE|2023|37
NORTH CAROLINA,NORTH CAROLINA|2023|37
SOUTH CAROLINA,SOUTH CAROLINA|2023|37
VIRGINIA,VIRGINIA|2023|37
WEST VIRGINIA,WEST VIRGINIA|2023|37
ALABAMA,ALABAMA|2023|37
KENTUCKY,KENTUCKY|2023|37
MISSISSIPPI,MISSISSIPPI|2023|37
ARKANSAS,ARKANSAS|2023|37
OKLAHOMA,OKLAHOMA|2023|37
TEXAS,TEXAS|2023|37
ARIZONA,ARIZONA|2023|37
COLORADO,COLORADO|2023|37
IDAHO,IDAHO|2023|37
MONTANA,MONTANA|2023|37
NEVADA,NEVADA|2023|37
NEW MEXICO,NEW MEXICO|2023|37
UTAH,UTAH|2023|37
ALASKA,ALASKA|2023|37
CALIFORNIA,CALIFORNIA|2023|37
OREGON,OREGON|2023|37
WASHINGTON,WASHINGTON|2023|37
MAINE,MAINE|2023|38
MASSACHUSETTS,MASSACHUSETTS|2023|38
RHODE ISLAND,RHODE ISLAND|2023|38
VERMONT,VERMONT|2023|38
NEW JERSEY,NEW JERSEY|2023|38
NEW YORK,NEW YORK|2023|38
ILLINOIS,ILLINOIS|2023|38
INDIANA,INDIANA|2023|38
MICHIGAN,MICHIGAN|2023|38
OHIO,OHIO|2023|38
WISCONSIN,WISCONSIN|2023|38
IOWA,IOWA|2023|38
KANSAS,KANSAS|2023|38
MINNESOTA,MINNESOTA|2023|38
MISSOURI,MISSOURI|2023|38
SOUTH DAKOTA,SOUTH DAKOTA|2023|38
DELAWARE,DELAWARE|2023|38
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|38
FLORIDA,FLORIDA|2023|38
