CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,GEOID,latitude,longitude,state
13013180205,Georgia,Barrow County,1,4042,1543,0,33,0.82,1,1,1,0,0,1,17.4,48306.0,1,1,1,1,1,0,0,0,863.0,2299.0,863.0,336.0,1060.0,336.0,2299.0,56.87,1060.0,26.24,567.0,14.03,342.0,8.46,1797.0,44.47,300.0,7.42,39.0,0.96,1.0,0.03,4.0,0.09,158.0,3.9,202.0,4.99,82.0,5.31,249.0,16.14,863.0,21.35,336.0,8.32,235.0,5.82,81.0,2.0,632.0,15.63,132.0,3.27,18.0,0.45,0.0,0.0,2.0,0.04,79.0,1.95,86.0,2.13,18.0,1.16,86.0,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2229,1070,549,2965,715,66,6,6,284,346,158,429,13013180205,33.991536229508576,-83.74359882907783,GA
13013180206,Georgia,Barrow County,1,2887,1090,0,0,0.0,0,0,0,0,0,0,16.2,67647.0,1,1,1,1,1,0,0,0,718.0,1832.0,718.0,204.0,644.0,204.0,1832.0,63.47,644.0,22.3,524.0,18.16,203.0,7.03,1561.0,54.08,142.0,4.93,56.0,1.93,0.0,0.0,5.0,0.17,68.0,2.37,92.0,3.19,47.0,4.33,146.0,13.38,718.0,24.87,204.0,7.08,216.0,7.49,60.0,2.08,587.0,20.35,66.0,2.29,35.0,1.21,0.0,0.0,0.0,0.0,30.0,1.04,42.0,1.46,23.0,2.07,53.0,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,777,346,2433,240,72,0,7,135,157,58,207,13013180206,34.01643422174716,-83.7192643275662,GA
13013180301,Georgia,Barrow County,1,2062,722,0,0,0.0,0,0,0,0,0,0,5.1,68417.0,1,1,1,1,1,0,0,0,2034.0,2062.0,2034.0,488.0,494.0,488.0,2062.0,100.0,494.0,23.97,561.0,27.21,207.0,10.04,1791.0,86.86,122.0,5.92,51.0,2.47,0.0,0.0,0.0,0.0,98.0,4.75,156.0,7.57,0.0,0.0,80.0,11.1,2034.0,98.66,488.0,23.65,555.0,26.93,204.0,9.89,1766.0,85.63,122.0,5.92,49.0,2.36,0.0,0.0,0.0,0.0,98.0,4.75,156.0,7.55,0.0,0.0,79.0,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,561,207,1791,122,51,0,0,98,156,0,91,13013180301,33.98938693601872,-83.66379592296349,GA
13013180302,Georgia,Barrow County,1,5749,2044,0,0,0.0,1,1,1,0,0,1,12.1,61298.0,1,1,1,1,1,0,0,0,4075.0,5083.0,4075.0,1240.0,1573.0,1240.0,5083.0,88.41,1573.0,27.35,1418.0,24.66,565.0,9.84,4200.0,73.06,336.0,5.84,110.0,1.92,8.0,0.14,13.0,0.22,416.0,7.24,525.0,9.13,50.0,2.46,133.0,6.52,4075.0,70.89,1240.0,21.57,1177.0,20.47,362.0,6.3,3382.0,58.83,271.0,4.72,94.0,1.63,8.0,0.14,12.0,0.21,308.0,5.35,378.0,6.58,44.0,2.13,104.0,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810,1591,680,4722,391,122,8,13,493,630,55,152,13013180302,34.02904880574867,-83.68112962036572,GA
13013180303,Georgia,Barrow County,0,4229,1455,0,7,0.17,0,0,0,0,0,0,13.3,62563.0,0,0,0,0,0,0,0,0,,,,,,,4095.0,96.84,1649.0,39.0,1185.0,28.01,388.0,9.18,3498.0,82.7,208.0,4.91,166.0,3.93,8.0,0.19,17.0,0.4,199.0,4.71,307.0,7.26,16.0,1.13,245.0,16.85,3427.0,81.04,1424.0,33.67,931.0,22.01,349.0,8.25,2979.0,70.43,153.0,3.61,142.0,3.35,4.0,0.09,12.0,0.28,138.0,3.27,203.0,4.8,14.0,0.96,210.0,14.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2392,1226,405,3604,214,175,10,17,209,318,19,285,13013180303,34.03989170812467,-83.74858737208808,GA
13013180401,Georgia,Barrow County,0,5191,1843,0,0,0.0,0,0,0,0,0,0,9.3,62028.0,0,0,0,0,0,0,0,0,,,,,,,5191.0,100.0,1797.0,34.61,1444.0,27.82,479.0,9.23,4329.0,83.39,476.0,9.17,131.0,2.52,1.0,0.02,23.0,0.44,231.0,4.45,313.0,6.03,21.0,1.14,138.0,7.49,5111.0,98.47,1770.0,34.1,1425.0,27.45,466.0,8.98,4295.0,82.74,440.0,8.48,122.0,2.34,1.0,0.02,23.0,0.44,231.0,4.45,313.0,6.03,21.0,1.11,136.0,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,1444,479,4329,476,131,1,23,231,313,23,153,13013180401,33.9922645267956,-83.61687385359859,GA
13013180402,Georgia,Barrow County,1,5993,2111,0,46,0.77,1,1,1,0,0,1,11.0,53042.0,1,1,1,1,1,0,0,0,4055.0,5331.0,4055.0,1325.0,1772.0,1325.0,5331.0,88.95,1772.0,29.56,1480.0,24.7,523.0,8.72,3851.0,64.25,985.0,16.43,85.0,1.42,1.0,0.02,10.0,0.17,399.0,6.66,557.0,9.29,38.0,1.81,324.0,15.35,4055.0,67.66,1325.0,22.1,1130.0,18.86,356.0,5.94,2922.0,48.75,774.0,12.92,62.0,1.04,1.0,0.02,9.0,0.15,287.0,4.78,410.0,6.83,29.0,1.39,249.0,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375,1665,587,4281,1170,95,1,10,436,582,44,408,13013180402,33.98082418088933,-83.5788769616129,GA
13013180501,Georgia,Barrow County,1,5079,1638,0,0,0.0,0,0,0,0,0,0,9.1,73116.0,1,1,1,1,1,0,0,0,4024.0,4972.0,4024.0,1109.0,1370.0,1109.0,4972.0,97.89,1370.0,26.97,1522.0,29.98,272.0,5.35,3781.0,74.44,646.0,12.72,210.0,4.14,4.0,0.08,19.0,0.37,312.0,6.15,572.0,11.26,4.0,0.25,161.0,9.81,4024.0,79.23,1109.0,21.83,1224.0,24.1,228.0,4.49,3064.0,60.32,509.0,10.02,181.0,3.56,3.0,0.05,18.0,0.35,250.0,4.92,462.0,9.09,3.0,0.2,130.0,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718,1554,279,3864,659,212,4,19,321,581,5,195,13013180501,33.952206748254795,-83.77756480264185,GA
13013180502,Georgia,Barrow County,0,4534,1529,0,0,0.0,0,0,0,0,0,0,8.4,68240.0,0,0,0,0,0,0,0,0,,,,,,,4534.0,100.0,1123.0,24.76,1373.0,30.28,360.0,7.94,3657.0,80.66,389.0,8.58,137.0,3.02,0.0,0.0,16.0,0.35,335.0,7.39,441.0,9.73,7.0,0.43,144.0,9.39,4534.0,100.0,1123.0,24.76,1373.0,30.28,360.0,7.94,3657.0,80.66,389.0,8.58,137.0,3.02,0.0,0.0,16.0,0.35,335.0,7.39,441.0,9.73,7.0,0.43,144.0,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281,1373,360,3657,389,137,0,16,335,441,9,153,13013180502,33.93331558446173,-83.679389355991,GA
13013180503,Georgia,Barrow County,1,5404,1751,0,0,0.0,0,0,0,0,0,0,9.1,79745.0,1,1,1,1,1,0,0,0,4172.0,5267.0,4172.0,894.0,1128.0,894.0,5267.0,97.46,1128.0,20.88,1620.0,29.99,370.0,6.84,3863.0,71.49,880.0,16.28,179.0,3.32,0.0,0.0,11.0,0.2,333.0,6.17,601.0,11.11,16.0,0.93,197.0,11.24,4172.0,77.21,894.0,16.54,1258.0,23.28,308.0,5.69,3004.0,55.58,748.0,13.84,143.0,2.64,0.0,0.0,10.0,0.18,268.0,4.96,492.0,9.1,13.0,0.74,157.0,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,1663,385,3962,905,186,0,11,340,615,17,206,13013180503,33.92245873974784,-83.74628654202428,GA
13015960101,Georgia,Bartow County,0,1694,631,0,0,0.0,0,0,0,0,0,0,8.7,82688.0,0,0,0,0,0,0,0,0,,,,,,,1694.0,100.0,448.0,26.47,424.0,25.03,257.0,15.17,1630.0,96.22,8.0,0.47,1.0,0.06,0.0,0.0,2.0,0.12,53.0,3.13,62.0,3.66,6.0,1.0,31.0,4.98,1694.0,100.0,448.0,26.47,424.0,25.03,257.0,15.17,1630.0,96.22,8.0,0.47,1.0,0.06,0.0,0.0,2.0,0.12,53.0,3.13,62.0,3.66,6.0,1.0,31.0,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,424,257,1630,8,1,0,2,53,62,6,30,13015960101,34.37774249264123,-84.72599141480015,GA
13015960801,Georgia,Bartow County,1,3579,1251,0,0,0.0,1,1,1,0,0,1,14.8,51667.0,1,1,1,1,1,0,0,0,3012.0,3521.0,3012.0,1159.0,1362.0,1159.0,3521.0,98.38,1362.0,38.05,928.0,25.93,263.0,7.35,2970.0,82.99,207.0,5.77,49.0,1.37,0.0,0.0,24.0,0.67,271.0,7.57,314.0,8.77,79.0,6.31,163.0,12.99,3012.0,84.15,1159.0,32.39,781.0,21.82,224.0,6.25,2666.0,74.49,94.0,2.64,27.0,0.76,0.0,0.0,21.0,0.59,203.0,5.68,236.0,6.59,68.0,5.4,139.0,11.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348,944,278,2977,256,49,0,24,273,314,83,171,13015960801,34.12701437135133,-84.68112084693684,GA
13015960802,Georgia,Bartow County,1,3316,1210,0,0,0.0,1,1,1,0,0,1,27.2,32388.0,1,1,1,1,1,0,0,0,2810.0,3195.0,2810.0,1776.0,1965.0,1776.0,3195.0,96.36,1965.0,59.26,765.0,23.06,352.0,10.61,2882.0,86.92,93.0,2.81,12.0,0.37,1.0,0.03,10.0,0.31,196.0,5.91,249.0,7.51,47.0,3.86,295.0,24.42,2810.0,84.74,1776.0,53.57,691.0,20.83,293.0,8.84,2537.0,76.49,77.0,2.32,7.0,0.21,1.0,0.03,9.0,0.27,180.0,5.41,230.0,6.95,33.0,2.71,254.0,21.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2037,790,367,2996,96,13,1,11,199,252,44,310,13015960802,34.11306534957292,-84.69787065325981,GA
13015960901,Georgia,Bartow County,0,2839,998,0,0,0.0,0,0,0,0,0,1,13.5,60758.0,0,0,0,0,0,0,0,0,,,,,,,2839.0,100.0,1022.0,35.99,812.0,28.6,249.0,8.77,2529.0,89.08,167.0,5.88,8.0,0.28,2.0,0.07,9.0,0.32,124.0,4.37,163.0,5.74,52.0,5.25,141.0,14.16,2839.0,100.0,1022.0,35.99,812.0,28.6,249.0,8.77,2529.0,89.08,167.0,5.88,8.0,0.28,2.0,0.07,9.0,0.32,124.0,4.37,163.0,5.74,52.0,5.25,141.0,14.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127,812,249,2529,167,8,2,9,124,163,54,147,13015960901,34.119278458705246,-84.86849006788464,GA
13015960902,Georgia,Bartow County,1,6737,2243,0,5,0.07,0,0,0,0,0,0,10.1,81008.0,1,1,1,1,1,0,0,0,6623.0,6737.0,6623.0,1366.0,1393.0,1366.0,6737.0,100.0,1393.0,20.68,1965.0,29.17,587.0,8.71,5657.0,83.97,728.0,10.81,20.0,0.3,0.0,0.0,57.0,0.85,275.0,4.08,386.0,5.73,25.0,1.13,243.0,10.84,6623.0,98.3,1366.0,20.27,1935.0,28.73,573.0,8.5,5554.0,82.44,724.0,10.75,20.0,0.29,0.0,0.0,56.0,0.83,269.0,3.99,375.0,5.57,25.0,1.1,239.0,10.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,1965,587,5657,728,20,0,57,275,386,30,268,13015960902,34.167417557847685,-84.8749548243456,GA
13017960100,Georgia,Ben Hill County,0,2286,904,0,0,0.0,0,0,0,0,0,1,21.2,52039.0,0,0,0,0,0,0,0,0,263.0,263.0,,107.0,107.0,,2286.0,100.0,933.0,40.81,520.0,22.75,312.0,13.65,2027.0,88.67,193.0,8.44,4.0,0.17,0.0,0.0,8.0,0.35,54.0,2.36,54.0,2.36,42.0,4.62,113.0,12.5,2286.0,100.0,933.0,40.81,520.0,22.75,312.0,13.65,2027.0,88.67,193.0,8.44,4.0,0.17,0.0,0.0,8.0,0.35,54.0,2.36,54.0,2.36,42.0,4.62,113.0,12.5,263.0,11.5,107.0,4.69,41.0,1.78,62.0,2.71,218.0,9.54,37.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.34,10.0,0.44,5.0,0.56,14.0,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,1066,520,312,2027,193,4,0,8,54,54,48,130,13017960100,31.74856430638807,-83.11778919792548,GA
13017960200,Georgia,Ben Hill County,0,1752,652,0,0,0.0,0,0,0,0,0,0,18.9,60052.0,0,0,0,0,0,0,0,0,109.0,109.0,,37.0,37.0,,1752.0,100.0,592.0,33.77,435.0,24.83,240.0,13.7,1421.0,81.11,274.0,15.64,11.0,0.63,0.0,0.0,7.0,0.4,39.0,2.23,34.0,1.94,82.0,12.6,66.0,10.12,1752.0,100.0,592.0,33.77,435.0,24.83,240.0,13.7,1421.0,81.11,274.0,15.64,11.0,0.63,0.0,0.0,7.0,0.4,39.0,2.23,34.0,1.94,82.0,12.6,66.0,10.12,109.0,6.21,37.0,2.1,23.0,1.32,21.0,1.22,105.0,6.01,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.84,4.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,492,435,240,1421,274,11,0,7,39,34,76,61,13017960200,31.80506368480617,-83.33953348289968,GA
13017960300,Georgia,Ben Hill County,1,4002,1555,0,0,0.0,1,1,1,1,1,1,25.4,40863.0,1,1,1,1,1,0,0,1,2322.0,3582.0,2322.0,1066.0,1716.0,1066.0,3582.0,89.5,1716.0,42.87,1044.0,26.09,457.0,11.43,2031.0,50.76,1269.0,31.7,45.0,1.14,1.0,0.02,23.0,0.57,212.0,5.3,234.0,5.85,298.0,19.17,292.0,18.78,2322.0,58.03,1066.0,26.64,694.0,17.35,286.0,7.14,1373.0,34.32,753.0,18.82,31.0,0.77,1.0,0.02,7.0,0.18,157.0,3.91,188.0,4.69,180.0,11.55,187.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565,1155,502,2196,1508,47,1,24,226,255,280,282,13017960300,31.721069180672792,-83.29698988566167,GA
13017960400,Georgia,Ben Hill County,0,3769,1393,0,68,1.8,0,0,0,1,1,1,44.7,28718.0,0,0,0,0,0,0,0,1,,,,,,,3482.0,92.37,2621.0,69.53,1069.0,28.36,387.0,10.27,1599.0,42.42,1490.0,39.52,11.0,0.29,1.0,0.03,5.0,0.13,376.0,9.98,455.0,12.08,244.0,17.52,395.0,28.34,2189.0,58.09,1615.0,42.86,665.0,17.65,217.0,5.76,1296.0,34.37,556.0,14.76,4.0,0.11,1.0,0.03,2.0,0.05,330.0,8.76,400.0,10.61,144.0,10.35,245.0,17.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3302,1154,409,1663,1689,13,1,5,398,471,270,464,13017960400,31.72592503055949,-83.23427336882818,GA
13019970100,Georgia,Berrien County,0,1828,742,0,0,0.0,1,1,0,0,0,1,23.2,48672.0,1,1,0,0,0,1,0,0,1617.0,1617.0,,781.0,781.0,,1828.0,100.0,886.0,48.44,449.0,24.56,288.0,15.75,1328.0,72.65,459.0,25.11,2.0,0.11,0.0,0.0,4.0,0.22,35.0,1.91,47.0,2.57,62.0,8.37,114.0,15.37,1828.0,100.0,886.0,48.44,449.0,24.56,288.0,15.75,1328.0,72.65,459.0,25.11,2.0,0.11,0.0,0.0,4.0,0.22,35.0,1.91,47.0,2.57,62.0,8.37,114.0,15.37,1617.0,88.47,781.0,42.74,404.0,22.1,259.0,14.14,1138.0,62.24,444.0,24.27,2.0,0.11,0.0,0.0,4.0,0.22,30.0,1.63,42.0,2.3,56.0,7.49,102.0,13.74,,,,,,,,,,,,,,,,,,,,,,,,,,,929,449,288,1328,459,2,0,4,35,47,64,119,13019970100,31.391593478043497,-83.1964758179405,GA
13019970200,Georgia,Berrien County,0,3947,1472,0,0,0.0,1,1,0,0,0,1,22.9,47269.0,1,1,0,0,0,1,0,0,2036.0,2036.0,,1104.0,1104.0,,3947.0,100.0,2070.0,52.46,1059.0,26.83,472.0,11.96,3483.0,88.24,139.0,3.52,16.0,0.41,1.0,0.03,5.0,0.13,303.0,7.68,353.0,8.94,84.0,5.71,266.0,18.04,3947.0,100.0,2070.0,52.46,1059.0,26.83,472.0,11.96,3483.0,88.24,139.0,3.52,16.0,0.41,1.0,0.03,5.0,0.13,303.0,7.68,353.0,8.94,84.0,5.71,266.0,18.04,2036.0,51.59,1104.0,27.97,540.0,13.67,224.0,5.67,1775.0,44.96,90.0,2.28,11.0,0.28,0.0,0.0,2.0,0.06,159.0,4.02,184.0,4.67,44.0,2.99,137.0,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,1059,472,3483,139,16,1,5,303,353,79,251,13019970200,31.36573368043381,-83.34724530311108,GA
13019970300,Georgia,Berrien County,0,2882,1185,0,61,2.12,0,0,0,0,0,0,14.0,63125.0,0,0,0,0,0,0,0,0,,,,,,,2167.0,75.2,944.0,32.76,542.0,18.8,343.0,11.9,2024.0,70.22,70.0,2.42,21.0,0.73,0.0,0.0,13.0,0.46,40.0,1.37,47.0,1.63,60.0,5.04,176.0,14.82,1761.0,61.09,776.0,26.92,437.0,15.18,264.0,9.15,1675.0,58.12,37.0,1.28,17.0,0.6,0.0,0.0,6.0,0.21,25.0,0.88,37.0,1.28,41.0,3.44,139.0,11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135,733,467,2609,175,21,0,15,62,71,131,231,13019970300,31.245298828541145,-83.28864034144529,GA
13019970400,Georgia,Berrien County,0,3368,1314,0,0,0.0,0,0,0,0,0,1,38.3,31506.0,0,0,0,0,0,0,0,0,205.0,205.0,,120.0,120.0,,2164.0,64.26,1297.0,38.51,526.0,15.61,324.0,9.63,2007.0,59.6,68.0,2.03,7.0,0.21,0.0,0.0,10.0,0.3,71.0,2.12,89.0,2.63,65.0,4.97,289.0,22.0,1458.0,43.3,847.0,25.14,329.0,9.77,215.0,6.39,1367.0,40.6,38.0,1.12,7.0,0.2,0.0,0.0,10.0,0.28,37.0,1.11,52.0,1.53,18.0,1.33,198.0,15.05,205.0,6.08,120.0,3.56,50.0,1.47,21.0,0.63,196.0,5.82,6.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.08,11.0,0.32,0.0,0.0,28.0,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,2079,851,476,2707,524,14,0,17,106,130,174,453,13019970400,31.256255522440973,-83.13625270023839,GA
13019970500,Georgia,Berrien County,0,3761,1437,0,109,2.9,0,0,0,1,1,1,21.9,46500.0,0,0,0,0,0,0,0,1,,,,,,,3257.0,86.6,1522.0,40.48,744.0,19.79,507.0,13.48,2977.0,79.15,174.0,4.62,12.0,0.32,0.0,0.0,6.0,0.16,88.0,2.35,109.0,2.89,128.0,8.89,251.0,17.45,2571.0,68.36,1103.0,29.33,584.0,15.53,359.0,9.55,2430.0,64.62,62.0,1.64,8.0,0.21,0.0,0.0,4.0,0.1,67.0,1.78,85.0,2.25,78.0,5.45,201.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639,879,581,3179,454,13,2,6,107,118,181,279,13019970500,31.16550127974193,-83.1889933082019,GA
13019970600,Georgia,Berrien County,0,3500,1293,0,6,0.17,0,0,0,0,0,1,33.4,42946.0,0,0,0,0,0,0,0,0,,,,,,,3500.0,100.0,1832.0,52.34,968.0,27.66,380.0,10.86,3021.0,86.31,312.0,8.91,16.0,0.46,1.0,0.03,9.0,0.26,141.0,4.03,166.0,4.74,94.0,7.24,259.0,20.03,3500.0,100.0,1832.0,52.34,968.0,27.66,380.0,10.86,3021.0,86.31,312.0,8.91,16.0,0.46,1.0,0.03,9.0,0.26,141.0,4.03,166.0,4.74,94.0,7.24,259.0,20.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,968,380,3021,312,16,1,9,141,166,103,269,13019970600,31.082063863548434,-83.23669803345597,GA
13021010100,Georgia,Bibb County,1,1657,743,0,0,0.0,1,1,1,1,1,1,47.4,28125.0,1,1,1,1,1,0,0,1,729.0,1657.0,729.0,467.0,1056.0,467.0,1657.0,100.0,1056.0,63.71,422.0,25.47,329.0,19.86,100.0,6.04,1484.0,89.56,14.0,0.84,0.0,0.0,2.0,0.12,57.0,3.44,38.0,2.29,261.0,35.12,294.0,39.5,729.0,43.97,467.0,28.17,210.0,12.67,113.0,6.8,18.0,1.07,682.0,41.18,1.0,0.09,0.0,0.0,0.0,0.0,27.0,1.63,17.0,1.03,109.0,14.68,117.0,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883,422,329,100,1484,14,0,2,57,38,220,254,13021010100,32.84654868810973,-83.6454904603292,GA
13021010200,Georgia,Bibb County,1,2164,1133,0,0,0.0,0,0,0,0,0,0,16.4,55455.0,0,1,0,1,0,0,0,0,19.0,1259.0,19.0,10.0,477.0,10.0,1259.0,58.2,477.0,22.04,221.0,10.21,211.0,9.73,774.0,35.76,437.0,20.21,4.0,0.18,0.0,0.0,4.0,0.17,41.0,1.87,36.0,1.66,51.0,4.53,122.0,10.8,19.0,0.88,10.0,0.47,5.0,0.23,4.0,0.18,0.0,0.0,19.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,409,379,1403,693,7,0,5,56,62,73,178,13021010200,32.845253994643244,-83.65771061104512,GA
13021010400,Georgia,Bibb County,1,2365,957,0,71,3.0,0,1,0,1,1,1,56.2,25481.0,0,1,0,1,0,0,0,1,,1282.0,,,964.0,,1282.0,54.21,964.0,40.76,294.0,12.43,217.0,9.19,30.0,1.27,1237.0,52.31,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.63,15.0,0.64,153.0,16.03,195.0,20.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330,549,410,68,2244,0,0,0,53,30,268,272,13021010400,32.826013471402334,-83.66450267777455,GA
13021010500,Georgia,Bibb County,1,3195,719,0,1520,47.57,0,1,0,1,1,1,77.9,12125.0,0,1,0,1,0,0,0,1,75.0,3097.0,75.0,65.0,2706.0,65.0,3097.0,96.95,2706.0,84.69,573.0,17.94,82.0,2.57,1191.0,37.28,1708.0,53.47,109.0,3.42,3.0,0.09,8.0,0.25,78.0,2.44,85.0,2.66,353.0,49.13,450.0,62.56,75.0,2.36,65.0,2.04,1.0,0.02,0.0,0.0,50.0,1.55,14.0,0.43,7.0,0.21,0.0,0.0,0.0,0.01,5.0,0.17,7.0,0.21,0.0,0.03,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,607,94,1191,1805,110,3,8,78,85,233,299,13021010500,32.825928143885655,-83.6505563328684,GA
13021010800,Georgia,Bibb County,1,1315,849,0,2,0.15,1,1,1,0,0,1,21.9,87368.0,1,1,1,1,1,0,0,0,459.0,1308.0,459.0,215.0,614.0,215.0,1308.0,99.49,614.0,46.7,106.0,8.07,102.0,7.75,986.0,74.95,261.0,19.87,23.0,1.71,1.0,0.08,1.0,0.07,37.0,2.81,38.0,2.87,97.0,11.46,69.0,8.15,459.0,34.91,215.0,16.38,38.0,2.85,44.0,3.38,332.0,25.28,109.0,8.3,3.0,0.25,0.0,0.0,0.0,0.0,14.0,1.08,6.0,0.47,33.0,3.88,23.0,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,107,103,988,265,23,1,1,37,38,97,69,13021010800,32.84375481189311,-83.63680933675741,GA
13021011100,Georgia,Bibb County,1,2240,885,0,16,0.71,0,1,0,1,1,1,63.0,15688.0,0,1,0,1,0,0,0,1,163.0,1170.0,163.0,148.0,1080.0,148.0,1170.0,52.24,1080.0,48.24,327.0,14.58,130.0,5.78,67.0,2.97,1069.0,47.71,2.0,0.09,1.0,0.04,8.0,0.36,24.0,1.07,13.0,0.58,188.0,21.27,194.0,21.9,163.0,7.28,148.0,6.62,31.0,1.37,23.0,1.02,18.0,0.82,141.0,6.3,0.0,0.01,0.0,0.01,2.0,0.07,2.0,0.07,0.0,0.02,29.0,3.25,28.0,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763,593,258,94,2091,2,2,11,40,21,340,357,13021011100,32.859333043813244,-83.6052092548372,GA
